"Sheet","Context","Crop_Category","Crop_Group","Crop","Nutrient","Nutrient_Normalized","Nutrient_Type","Item","Detail","Source_URL"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Pineapple","Phosphorus","Phosphorus","Macro","Correction measure / remedy","Soil application of phosphotic fertilizer or Foliar spray of DAP@2%","https://agritech.tnau.ac.in/horticulture/plant_nutri/pineapple_phosphorus.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Pineapple","Potassium","Potassium","Macro","Deficiency symptoms","Potassium symptoms appear first in older leaves older leaves orange, yellow to pale green colour. Upper surface show reddish purple discoloration. Young leaves remain dark green. Leaves curl down and lose luster and turgidity.","https://agritech.tnau.ac.in/horticulture/plant_nutri/pineapple_potassium.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Pineapple","Potassium","Potassium","Macro","Correction measure / remedy","Foliar spray of K2SO4 1% at fortnightly intervals.","https://agritech.tnau.ac.in/horticulture/plant_nutri/pineapple_potassium.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Pineapple","Calcium","Calcium","Macro","Deficiency symptoms","Young emerging leaves show chlorosis become pale green and curl down. Leaves later turn to greenish pink or red colour. The terminal shoot poorly developed.","https://agritech.tnau.ac.in/horticulture/plant_nutri/pineapple_calcium.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Pineapple","Calcium","Calcium","Macro","Correction measure / remedy","Application of CaSO4 @ 2kg / tree/year.","https://agritech.tnau.ac.in/horticulture/plant_nutri/pineapple_calcium.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Pineapple","Boron","Boron","Micro","Deficiency symptoms","Fruit necrosis which begins with the browning of inner most part of the mesocarpic tissues at the time of endocarp hardening. This is extended towards the epicarp resulting into brownish black areas on the fruit surfaces depending of the severity of the disorder.","https://agritech.tnau.ac.in/horticulture/plant_nutri/pineapple_boron.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Pineapple","Boron","Boron","Micro","Correction measure / remedy","Foliar spray of borax@0.5%","https://agritech.tnau.ac.in/horticulture/plant_nutri/pineapple_boron.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Pineapple","Copper","Copper","Micro","Deficiency symptoms","Plants show overall droopy appearance with shortened intervals between petiole. Size of leaves reduced.","https://agritech.tnau.ac.in/horticulture/plant_nutri/pineapple_copper.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Pineapple","Copper","Copper","Micro","Correction measure / remedy","Foliar spray of 1-2% CuSO4.","https://agritech.tnau.ac.in/horticulture/plant_nutri/pineapple_copper.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Pineapple","Iron","Iron","Micro","Deficiency symptoms","Symptoms are first seen in the youngest leaves. The leaves eventually turn completely chlorotic.","https://agritech.tnau.ac.in/horticulture/plant_nutri/pineapple_iron.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Pineapple","Iron","Iron","Micro","Correction measure / remedy","Foliar spray of FeSO4@0.5-1.0%","https://agritech.tnau.ac.in/horticulture/plant_nutri/pineapple_iron.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Pineapple","Zinc","Zinc","Micro","Deficiency symptoms","Stunted growth narrowing of leaves with pale green or yellow. Inter-veinal chlorosis starting from tip of leaflets and spreading to the remaining area leaving only the midrib green.","https://agritech.tnau.ac.in/horticulture/plant_nutri/pineapple_zinc.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Pineapple","Zinc","Zinc","Micro","Correction measure / remedy","Foliar spray of ZnSO4@0.5%","https://agritech.tnau.ac.in/horticulture/plant_nutri/pineapple_zinc.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Plums","Phosphorus","Phosphorus","Macro","Deficiency symptoms","Symptoms appear on older leaves. The leaves are small and narrow with purplish or bronze discolouration. Leaves develop necrotic areas and fall off.","https://agritech.tnau.ac.in/horticulture/plant_nutri/plums_phosphorus.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Plums","Phosphorus","Phosphorus","Macro","Correction measure / remedy","Foliar spray of DAP 2% at 15 days interval.","https://agritech.tnau.ac.in/horticulture/plant_nutri/plums_phosphorus.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Plums","Calcium","Calcium","Macro","Deficiency symptoms","Young emerging leaves show chlorosis become pale green and curl down. Leaves later turn to greenish pink or red colour. The terminal shoot poorly developed.","https://agritech.tnau.ac.in/horticulture/plant_nutri/plums_calcium.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Plums","Calcium","Calcium","Macro","Correction measure / remedy","Application of CaSO4 @ 2kg / tree/year.","https://agritech.tnau.ac.in/horticulture/plant_nutri/plums_calcium.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Plums","Magnesium","Magnesium","Macro","Deficiency symptoms","Yellowish blotch near the base of leaf, midrib and the outer edge. The leaves become entirely yellow and defoliate.","https://agritech.tnau.ac.in/horticulture/plant_nutri/plums_magnesium.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Plums","Magnesium","Magnesium","Macro","Correction measure / remedy","0.5% MgSO4 foliar spray at fortnightly interval or soil application of 250 g MgSO4 / tree.","https://agritech.tnau.ac.in/horticulture/plant_nutri/plums_magnesium.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Plums","Boron","Boron","Micro","Deficiency symptoms","Premature wilting, water soaked spots on leaves. Premature shedding of leaves, bushing appearance curling of leaves, splitting and curling of veins. Fruits abnormal shape and small.","https://agritech.tnau.ac.in/horticulture/plant_nutri/plums_boron.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Plums","Boron","Boron","Micro","Correction measure / remedy","Foliar spray of borax@0.5%","https://agritech.tnau.ac.in/horticulture/plant_nutri/plums_boron.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Plums","Iron","Iron","Micro","Deficiency symptoms","Thin leaves with interveinal chlorosis in young leaves. Greein tinge at the base of mid rib. Leaf size reduced. Later the leaves become pale or whitish and shed. Die back symptom older leaves remain green, fruits hand, coarse light coloured.","https://agritech.tnau.ac.in/horticulture/plant_nutri/plums_iron.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Plums","Iron","Iron","Micro","Correction measure / remedy","Foliar spray of FeSO4@0.5%","https://agritech.tnau.ac.in/horticulture/plant_nutri/plums_iron.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Pomegranate","Boron","Boron","Micro","Deficiency symptoms","Fruits small, harder, abnormal and crack. Scattered yellow spots on the leaf surface and the leaf tip show burn symptom. Leaves thick and brittle.","https://agritech.tnau.ac.in/horticulture/plant_nutri/pomegranate_boron.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Pomegranate","Boron","Boron","Micro","Correction measure / remedy","Soil application of borax 20 g/tree.","https://agritech.tnau.ac.in/horticulture/plant_nutri/pomegranate_boron.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Sapota","Nitrogen","Nitrogen","Macro","Deficiency symptoms","Stunted growth. The bark of the shoots turned reddish-brown in colour. On elongating shoots the immature leaves were amber to bright red in colour while the mature leaves remained small and yellow-green in colour. Early abscission of leaves, smaller and fewer fruits.","https://agritech.tnau.ac.in/horticulture/plant_nutri/sapota_nitrogen.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Sapota","Nitrogen","Nitrogen","Macro","Correction measure / remedy","Foliar sprays of urea 2% were more effective treatment with 250 g N per tree from both sources increases the fruit weight and yield.","https://agritech.tnau.ac.in/horticulture/plant_nutri/sapota_nitrogen.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Sapota","Phosphorus","Phosphorus","Macro","Deficiency symptoms","Pigmentation seen in older leaves; leaf size become small","https://agritech.tnau.ac.in/horticulture/plant_nutri/sapota_phosphorus.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Sapota","Phosphorus","Phosphorus","Macro","Correction measure / remedy","Foliar spray of DAP 2% at fortnightly intervals.","https://agritech.tnau.ac.in/horticulture/plant_nutri/sapota_phosphorus.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Sapota","Potassium","Potassium","Macro","Deficiency symptoms","Light brown specks scattered all over the leaves which appeared later merged forming necrotic patches between the large veins. Browning on the under side of the leaves and chlorotic areas between veins due to K deficiency.","https://agritech.tnau.ac.in/horticulture/plant_nutri/sapota_potassium.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Sapota","Potassium","Potassium","Macro","Correction measure / remedy","Application of KCl at 80 kg per hectare. Application of K2SO4 instead of potassium chloride to the sapota plants.","https://agritech.tnau.ac.in/horticulture/plant_nutri/sapota_potassium.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Sapota","Calcium","Calcium","Macro","Deficiency symptoms","Tip of the twig and flower bud affected;","https://agritech.tnau.ac.in/horticulture/plant_nutri/sapota_calcium.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Sapota","Calcium","Calcium","Macro","Correction measure / remedy","","https://agritech.tnau.ac.in/horticulture/plant_nutri/sapota_calcium.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Sapota","Magnesium","Magnesium","Macro","Deficiency symptoms","Leaves become lighter green which gradually turned greenish yellow, remaining deeper green along the mid rib and larger veins. Leaves turned yellow with scattered brown lesion on the leaf blade. Interveinial chlorosis on older leaves followed by necrosis of distal leaf edge.","https://agritech.tnau.ac.in/horticulture/plant_nutri/sapota_magnesium.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Sapota","Magnesium","Magnesium","Macro","Correction measure / remedy","Application of dolomite or spraying magnesium nitrate 1% can avoid the deficiency.","https://agritech.tnau.ac.in/horticulture/plant_nutri/sapota_magnesium.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Sapota","Sulphur","Sulphur","Macro","Deficiency symptoms","Yellowing of young leaves; growth of the leaf eill be affected","https://agritech.tnau.ac.in/horticulture/plant_nutri/sapota_sulphur.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Sapota","Sulphur","Sulphur","Macro","Correction measure / remedy","Foliar spray of CaSO4@1%","https://agritech.tnau.ac.in/horticulture/plant_nutri/sapota_sulphur.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Sapota","Boron","Boron","Micro","Deficiency symptoms","Leaves were yellowish-green in colour the older leaves showed signs of burning at the tips and along the margins which abscissed prematurely. The tip burning of young leaves and splits or crack on the midrib and large veins on the underside of the leaf.","https://agritech.tnau.ac.in/horticulture/plant_nutri/sapota_boron.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Sapota","Boron","Boron","Micro","Correction measure / remedy","Soil application of borax at 5 kg/ha.","https://agritech.tnau.ac.in/horticulture/plant_nutri/sapota_boron.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Sapota","Copper","Copper","Micro","Deficiency symptoms","The leaf veins developed a reddish-brown colour, premature defoliation and die back of twigs also occurred. The tip of the twigs developed multiple buds which died soon.","https://agritech.tnau.ac.in/horticulture/plant_nutri/sapota_copper.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Sapota","Copper","Copper","Micro","Correction measure / remedy","Application CuSO4 5 to 10 Kg/ha. Cu-fungicide sprays will be helpful in correcting the deficiency","https://agritech.tnau.ac.in/horticulture/plant_nutri/sapota_copper.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Sapota","Iron","Iron","Micro","Deficiency symptoms","yellowing of young leaves; occurence of interveinal chlorosis","https://agritech.tnau.ac.in/horticulture/plant_nutri/sapota_iron.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Sapota","Iron","Iron","Micro","Correction measure / remedy","Foliar spray of FeSO4@0.5 % at fortnightly intervals","https://agritech.tnau.ac.in/horticulture/plant_nutri/sapota_iron.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Sapota","Manganese","Manganese","Micro","Deficiency symptoms","Light colored spots on the leaves and sometimes necrotic spots also appear. Green bands of varying width appear along the midrib and veins with yellow areas between the veins. Interveinal chlorosis, premature dropping of the leaves and dye back of terminals due to Mn deficiency were also recorded.","https://agritech.tnau.ac.in/horticulture/plant_nutri/sapota_manganese.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Sapota","Manganese","Manganese","Micro","Correction measure / remedy","Spraying of MnSO4-0.3% at fortnightly intervals..","https://agritech.tnau.ac.in/horticulture/plant_nutri/sapota_manganese.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Sapota","Zinc","Zinc","Micro","Deficiency symptoms","Symptoms seen in young leaves; size of the leaf become small","https://agritech.tnau.ac.in/horticulture/plant_nutri/sapota_zinc.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Sapota","Zinc","Zinc","Micro","Correction measure / remedy","Foliar spray of ZnSO4@0.5%","https://agritech.tnau.ac.in/horticulture/plant_nutri/sapota_zinc.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Watermelon","Manganese","Manganese","Micro","Deficiency symptoms","Fine network of green veins as a light green background on young leaves. Leaf remains fairly green. Dark green irregular bands on mature leaves, along the midrib.","https://agritech.tnau.ac.in/horticulture/plant_nutri/watermelon_manganese.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Fruits","Watermelon","Manganese","Manganese","Micro","Correction measure / remedy","Foliar spray of 0.5% MnSO4.","https://agritech.tnau.ac.in/horticulture/plant_nutri/watermelon_manganese.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Plantation Crops","Arecanut","Nitrogen","Nitrogen","Macro","Deficiency symptoms","Plants are stunted and generally yellow with lower leaves being most affected. Older leaves are golden yellow colour.","https://agritech.tnau.ac.in/horticulture/plant_nutri/anut_nitro.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Plantation Crops","Arecanut","Nitrogen","Nitrogen","Macro","Correction measure / remedy","Foliar application of 2% urea thrice at fortnightly interval or soil application of 1-2 kg urea / tree.td align","https://agritech.tnau.ac.in/horticulture/plant_nutri/anut_nitro.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Plantation Crops","Arecanut","Potassium","Potassium","Macro","Deficiency symptoms","Symptoms first appear on oldest leaves and later spreads to young leaves. Translucent yellow or orange spots develop on leaflets. The tree appears yellow and nicky, the trunk in slender with few short leaves. Leaflets with necrotic areas along the margins which later withero. The midrib remain alive. Yellowing more pronounced and accompanied by irregular brown blotches along the edges of leaflets than along the midrib.","https://agritech.tnau.ac.in/horticulture/plant_nutri/anut_pota.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Plantation Crops","Arecanut","Potassium","Potassium","Macro","Correction measure / remedy","Soil application of KCl 1.3 kg/tree.td align","https://agritech.tnau.ac.in/horticulture/plant_nutri/anut_pota.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Plantation Crops","Arecanut","Calcium","Calcium","Macro","Deficiency symptoms","Abnormal growth of young leaves and growing points resembling boron deficiency severe deficiency leads to death of the bud.","https://agritech.tnau.ac.in/horticulture/plant_nutri/anut_cal.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Plantation Crops","Arecanut","Calcium","Calcium","Macro","Correction measure / remedy","Application of gypsum 2-5 kg/tree/year.td align","https://agritech.tnau.ac.in/horticulture/plant_nutri/anut_cal.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Plantation Crops","Arecanut","Magnesium","Magnesium","Macro","Deficiency symptoms","Broad light yellow band along the margin of older leaves. The centre of the leaf remaining green. In severe cases leaflet tips may become necrotic. Older leaves become bronzed and dry appearance. Leaflets show necrosis and turn to reddish brown with translucent spots yellowing starts at the tip and spreads to the base.","https://agritech.tnau.ac.in/horticulture/plant_nutri/anut_magnes.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Plantation Crops","Arecanut","Magnesium","Magnesium","Macro","Correction measure / remedy","Soil application of MgSO4 1-2 kg/tree/year.td align","https://agritech.tnau.ac.in/horticulture/plant_nutri/anut_magnes.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Plantation Crops","Arecanut","Copper","Copper","Micro","Deficiency symptoms","Reduced growth and dark green colour of leaves, twin led malformed leaves. New leaves shriveled, bushy growth.","https://agritech.tnau.ac.in/horticulture/plant_nutri/anut_copp.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Plantation Crops","Arecanut","Copper","Copper","Micro","Correction measure / remedy","Foliar spray of CuSO4@0.5%td align","https://agritech.tnau.ac.in/horticulture/plant_nutri/anut_copp.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Plantation Crops","Arecanut","Zinc","Zinc","Micro","Deficiency symptoms","Irregular and chlorite leaf spots, mottled leaf, small leaves, severe dieback of twigs. The area near midrib and lateral veins remain green. Terminal twigs with narrow small erect leaves.","https://agritech.tnau.ac.in/horticulture/plant_nutri/anut_zinc.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Plantation Crops","Arecanut","Zinc","Zinc","Micro","Correction measure / remedy","Soil application of ZnSO4@0.5kg/treetd align","https://agritech.tnau.ac.in/horticulture/plant_nutri/anut_zinc.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Plantation Crops","Cashew","Potassium","Potassium","Macro","Deficiency symptoms","Marginal chlorosis occur in older leaves;severe symptoms will leads to the whole leaf become brown in color","https://agritech.tnau.ac.in/horticulture/plant_nutri/cashew_potassium.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Plantation Crops","Cashew","Potassium","Potassium","Macro","Correction measure / remedy","Foliar spray of KCl@1%","https://agritech.tnau.ac.in/horticulture/plant_nutri/cashew_potassium.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Plantation Crops","Cashew","Iron","Iron","Micro","Deficiency symptoms","Chlorosis occur in young leaves; young leaves seem to complete pale yellow in color","https://agritech.tnau.ac.in/horticulture/plant_nutri/cashew_iron.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Plantation Crops","Cashew","Iron","Iron","Micro","Correction measure / remedy","Foliar spray of FeSO4@0.5%","https://agritech.tnau.ac.in/horticulture/plant_nutri/cashew_iron.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Plantation Crops","Cashew","Zinc","Zinc","Micro","Deficiency symptoms","Symptoms will appear in young leaves; Occurence of chlorosis in leaves; younger leaves become small","https://agritech.tnau.ac.in/horticulture/plant_nutri/cashew_zinc.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Plantation Crops","Cashew","Zinc","Zinc","Micro","Correction measure / remedy","Foliar spray of ZnSO4@0.5%","https://agritech.tnau.ac.in/horticulture/plant_nutri/cashew_zinc.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Plantation Crops","Cocoa","Nitrogen","Nitrogen","Macro","Deficiency symptoms","Leaves pale or yellowish in colour, reduced in size, older leaves finally show tip scorch. • Younger leaves small, yellow or almost white in colour with little or no green associated with the veins • Internodes are compressed and petioles show acute angle with stem","https://agritech.tnau.ac.in/horticulture/plant_nutri/cocoa_N.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Plantation Crops","Cocoa","Nitrogen","Nitrogen","Macro","Correction measure / remedy","Apply fertilizers in two equal split doses during April-May and September-October @ 100:40:140 g NPK/tree/year • In trees yielding more than 50 fruits per year, apply @ 200:80:280 g NPK/tree/year • Under irrigated conditions, apply the fertilizers in four splits during April-May, September-October, December and February-March • Apply 1/3 of recommended dose during the first year of planting, 2/3 during second year and full dose from the third year onwardstd align","https://agritech.tnau.ac.in/horticulture/plant_nutri/cocoa_N.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Plantation Crops","Cocoa","Phosphorus","Phosphorus","Macro","Deficiency symptoms","Growth is stunted • Mature leaves paler towards the tip and margin, followed by tip and marginal scorch • Young leaves reduced in size often showing interveinal paleness • Young leaves show acute angle with stem and internodes are compressed","https://agritech.tnau.ac.in/horticulture/plant_nutri/cocoa_P.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Plantation Crops","Cocoa","Phosphorus","Phosphorus","Macro","Correction measure / remedy","Apply fertilizers in two equal split doses during April-May and September-October @ 100:40:140 g NPK/tree/year • In trees yielding more than 50 fruits per year, apply @ 200:80:280 g NPK/tree/year • Under irrigated conditions, apply the fertilizers in four splits during April-May, September-October, December and February-March • Apply 1/3 of recommended dose during the first year of planting, 2/3 during second year and full dose from the third year onwardstd align","https://agritech.tnau.ac.in/horticulture/plant_nutri/cocoa_P.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Plantation Crops","Cocoa","Potassium","Potassium","Macro","Deficiency symptoms","Pale yellow areas in interveinal region near leaf margin, which quickly becomes necrotic • Marginal necrosis progresses more rapidly between veins with a yellow zone on inner surface","https://agritech.tnau.ac.in/horticulture/plant_nutri/cocoa_K.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Plantation Crops","Cocoa","Potassium","Potassium","Macro","Correction measure / remedy","Apply fertilizers in two equal split doses during April-May and September-October @ 100:40:140 g NPK/tree/year • In trees yielding more than 50 fruits per year, apply @ 200:80:280 g NPK/tree/year • Under irrigated conditions, apply the fertilizers in four splits during April-May, September-October, December and February-March • Apply 1/3 of recommended dose during the first year of planting, 2/3 during second year and full dose from the third year onwardstd align","https://agritech.tnau.ac.in/horticulture/plant_nutri/cocoa_K.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Plantation Crops","Cocoa","Potassium","Potassium","Macro","Deficiency symptoms","Chlorosis occurs in patches, initially. As deficiency advances, the green portion is found only along the sides of the veins, giving a vein-banding appearance to the leaves. The network of veins in each leaf becomes very distinct • Affected leaves show symptoms such as mottling and crinkling with wavy margins and are often malformed • Younger leaves become narrow, small and sickle-shaped showing the characteristic ""little leaf"" symptom • Shortening of internodes cause resetting • Severe deficiency results in premature defoliation followed by dieback of the branches, which causes gradual death of plant.","https://agritech.tnau.ac.in/horticulture/plant_nutri/cocoa_zn.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Plantation Crops","Cocoa","Potassium","Potassium","Macro","Correction measure / remedy","Foliar spray with 0.5-1.5 % zinc sulphate (5 to 15 g per litre of water) three times a yeartd align","https://agritech.tnau.ac.in/horticulture/plant_nutri/cocoa_zn.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Plantation Crops","Cocoa","Calcium","Calcium","Macro","Deficiency symptoms","Necrotic areas in interveinal region near leaf margin, which quickly fuses into continuous marginal necrosis of older leaves","https://agritech.tnau.ac.in/horticulture/plant_nutri/cocoa_ca.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Plantation Crops","Cocoa","Calcium","Calcium","Macro","Correction measure / remedy","Apply Dolomite @ 100 g/plant/year from the third year onwardstd align","https://agritech.tnau.ac.in/horticulture/plant_nutri/cocoa_ca.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Plantation Crops","Cocoa","Magnesium","Magnesium","Macro","Deficiency symptoms","Necrotic areas in interveinal region near leaf margin. These areas merge quickly leading to continuous marginal necrosis of older leaves • Prominent bright yellow zone in advanced necrotic areas and islands of necrotic tissue also appear in later stages • naffected areas of the leaf pale green than usual and develops oak leaf like pattern.","https://agritech.tnau.ac.in/horticulture/plant_nutri/cocoa_mg.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Plantation Crops","Cocoa","Magnesium","Magnesium","Macro","Correction measure / remedy","Apply Dolomite @ 100 g/plant/year from the third year onwardstd align","https://agritech.tnau.ac.in/horticulture/plant_nutri/cocoa_mg.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Plantation Crops","Coconut","Nitrogen","Nitrogen","Macro","Deficiency symptoms","Dull green, yellowish, smaller leaves. Die back of twigs, thin and bushy appearance of tops. Vein chlorosis.","https://agritech.tnau.ac.in/horticulture/plant_nutri/cnut_nitro.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Plantation Crops","Coconut","Nitrogen","Nitrogen","Macro","Correction measure / remedy","Soil application of urea@1.5 kg/tree/yeartd align","https://agritech.tnau.ac.in/horticulture/plant_nutri/cnut_nitro.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Plantation Crops","Coconut","Phosphorus","Phosphorus","Macro","Deficiency symptoms","Symptoms appear on older leaves. The leaves are small and narrow with purplish or bronze discolouration. Leaves develop necrotic areas and fall off; flowering is affected.","https://agritech.tnau.ac.in/horticulture/plant_nutri/cnut_phos.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Plantation Crops","Coconut","Phosphorus","Phosphorus","Macro","Correction measure / remedy","Soil application of Super phosphate@1.5-2.0 kg/tree/yeartd align","https://agritech.tnau.ac.in/horticulture/plant_nutri/cnut_phos.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Plantation Crops","Coconut","Potassium","Potassium","Macro","Deficiency symptoms","Slower growth, shedding of leaves at blossom tinm. Smaller leaves, twigs die peak, scorching of leaf tips, small brown resinous spots on leaf. Small wrinkled spotted leaves. Small fruits,yellowing and bronzing of leaves become twisted, wrinkled and spindy twigs.","https://agritech.tnau.ac.in/horticulture/plant_nutri/cnut_pota.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Plantation Crops","Coconut","Potassium","Potassium","Macro","Correction measure / remedy","Soil application og MOP@2kg/tree/yeartd align","https://agritech.tnau.ac.in/horticulture/plant_nutri/cnut_pota.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Plantation Crops","Coconut","Magnesium","Magnesium","Macro","Deficiency symptoms","Yellowish blotch near the base of leaf, midrib and the outer edge. The leaves become entirely yellow and defoliate.","https://agritech.tnau.ac.in/horticulture/plant_nutri/cnut_magnes.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Plantation Crops","Coconut","Magnesium","Magnesium","Macro","Correction measure / remedy","Soil application of MgSO4 @ 250g/tree/yeartd align","https://agritech.tnau.ac.in/horticulture/plant_nutri/cnut_magnes.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Plantation Crops","Coconut","Boron","Boron","Micro","Deficiency symptoms","Young and newly developing leaves become deformed called as little leaf. Leaflets become abnormal which do not split as usual. Leaves have a serrated zigzag appearance. The apical shoot exhibits blackening and death. Sterilising and malformation of reproductive structures. Low and abnormal fruits.","https://agritech.tnau.ac.in/horticulture/plant_nutri/cnut_boron.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Plantation Crops","Coconut","Boron","Boron","Micro","Correction measure / remedy","Soil application of borax 0.2 to 0.5 kg /tree/tear or foliar spray of borax 0.2%td align","https://agritech.tnau.ac.in/horticulture/plant_nutri/cnut_boron.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Plantation Crops","Coffee","Nitrogen","Nitrogen","Macro","Deficiency symptoms","Older leaves become yellow in color; reduced leaf size","https://agritech.tnau.ac.in/horticulture/plant_nutri/coffee_nitrogen.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Plantation Crops","Coffee","Nitrogen","Nitrogen","Macro","Correction measure / remedy","Foliar spray of urea@1%","https://agritech.tnau.ac.in/horticulture/plant_nutri/coffee_nitrogen.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Plantation Crops","Coffee","Phosphorus","Phosphorus","Macro","Deficiency symptoms","Pink or purple pigmentation appaer in old leaves","https://agritech.tnau.ac.in/horticulture/plant_nutri/coffee_phosphorus.html"
"Crop nutrient deficiency & correction","","Horticultural Crops","Plantation Crops","Coffee","Phosphorus","Phosphorus","Macro","Correction measure / remedy","Foliar spray of DAP@2.0%","https://agritech.tnau.ac.in/horticulture/plant_nutri/coffee_phosphorus.html"
